,county_state,UV
3045,Lafayette_WI,3916
3046,Langlade_WI,3727
3047,Lincoln_WI,3730
3048,Manitowoc_WI,3819
3049,Marathon_WI,3772
3050,Marinette_WI,3712
3051,Marquette_WI,3869
3052,Menominee_WI,3760
3053,Milwaukee_WI,3879
3054,Monroe_WI,3848
3055,Oconto_WI,3754
3056,Oneida_WI,3692
3057,Outagamie_WI,3816
3058,Ozaukee_WI,3866
3059,Pepin_WI,3819
3060,Pierce_WI,3829
3061,Polk_WI,3799
3062,Portage_WI,3813
3063,Price_WI,3709
3064,Racine_WI,3881
3065,Richland_WI,3885
3066,Rock_WI,3902
3067,Rusk_WI,3744
3068,St. Croix_WI,3820
3069,Sauk_WI,3885
3070,Sawyer_WI,3720
3071,Shawano_WI,3783
3072,Sheboygan_WI,3847
3073,Taylor_WI,3748
3074,Trempealeau_WI,3824
3075,Vernon_WI,3869
3076,Vilas_WI,3660
3077,Walworth_WI,3888
3078,Washburn_WI,3748
3079,Washington_WI,3869
3080,Waukesha_WI,3882
3081,Waupaca_WI,3817
3082,Waushara_WI,3846
3083,Winnebago_WI,3847
3084,Wood_WI,3814
3085,Albany_WY,4387
3086,Big Horn_WY,4248
3087,Campbell_WY,4238
3088,Carbon_WY,4472
3089,Converse_WY,4339
3090,Crook_WY,4205
3091,Fremont_WY,4453
3092,Goshen_WY,4399
3093,Hot Springs_WY,4384
3094,Johnson_WY,4249
3095,Laramie_WY,4422
3096,Lincoln_WY,4430
3097,Natrona_WY,4391
3098,Niobrara_WY,4328
3099,Park_WY,4198
3100,Platte_WY,4394
3101,Sheridan_WY,4166
3102,Sublette_WY,4421
3103,Sweetwater_WY,4577
3104,Teton_WY,4224
3105,Uinta_WY,4532
3106,Washakie_WY,4341
3107,Weston_WY,4264
