,county_state,poppct_urban,poppct_rural
2971,Kitsap_WA,83.26,16.74
2972,Kittitas_WA,59.94,40.06
2973,Klickitat_WA,39.79,60.21
2974,Lewis_WA,39.35,60.65
2975,Lincoln_WA,0.0,100.0
2976,Mason_WA,36.3,63.7
2977,Okanogan_WA,20.01,79.99
2978,Pacific_WA,35.23,64.77
2979,Pend Oreille_WA,16.89,83.11
2980,Pierce_WA,93.41,6.59
2981,San Juan_WA,0.0,100.0
2982,Skagit_WA,70.98,29.02
2983,Skamania_WA,0.0,100.0
2984,Snohomish_WA,89.18,10.82
2985,Spokane_WA,86.33,13.67
2986,Stevens_WA,20.79,79.21
2987,Thurston_WA,79.01,20.99
2988,Wahkiakum_WA,0.0,100.0
2989,Walla Walla_WA,82.88,17.12
2990,Whatcom_WA,74.13,25.87
2991,Whitman_WA,72.47,27.53
2992,Yakima_WA,76.48,23.52
2993,Barbour_WV,16.28,83.72
2994,Berkeley_WV,68.37,31.63
2995,Boone_WV,18.59,81.41
2996,Braxton_WV,0.0,100.0
2997,Brooke_WV,57.87,42.13
2998,Cabell_WV,78.44,21.56
2999,Calhoun_WV,0.0,100.0
3000,Clay_WV,0.0,100.0
3001,Doddridge_WV,0.0,100.0
3002,Fayette_WV,42.13,57.87
3003,Gilmer_WV,39.28,60.72
3004,Grant_WV,21.32,78.68
3005,Greenbrier_WV,30.26,69.74
3006,Hampshire_WV,0.0,100.0
3007,Hancock_WV,69.69,30.31
3008,Hardy_WV,19.48,80.52
3009,Harrison_WV,62.95,37.05
3010,Jackson_WV,28.56,71.44
3011,Jefferson_WV,51.63,48.37
3012,Kanawha_WV,74.81,25.19
3013,Lewis_WV,31.01,68.99
3014,Lincoln_WV,0.0,100.0
3015,Logan_WV,29.25,70.75
3016,McDowell_WV,14.01,85.99
3017,Marion_WV,58.52,41.48
3018,Marshall_WV,51.01,48.99
3019,Mason_WV,34.99,65.01
3020,Mercer_WV,59.27,40.73
3021,Mineral_WV,35.41,64.59
3022,Mingo_WV,10.26,89.74
3023,Monongalia_WV,73.14,26.86
3024,Monroe_WV,11.48,88.52
3025,Morgan_WV,0.0,100.0
3026,Nicholas_WV,12.84,87.16
3027,Ohio_WV,76.91,23.09
3028,Pendleton_WV,0.0,100.0
3029,Pleasants_WV,45.54,54.46
3030,Pocahontas_WV,0.0,100.0
3031,Preston_WV,9.55,90.45
3032,Putnam_WV,64.22,35.78
3033,Raleigh_WV,60.74,39.26
3034,Randolph_WV,37.62,62.38
3035,Ritchie_WV,0.0,100.0
3036,Roane_WV,20.01,79.99
3037,Summers_WV,27.87,72.13
3038,Taylor_WV,40.3,59.7
3039,Tucker_WV,0.0,100.0
3040,Tyler_WV,8.95,91.05
3041,Upshur_WV,36.0,64.0
3042,Wayne_WV,34.81,65.19
3043,Webster_WV,0.0,100.0
3044,Wetzel_WV,46.14,53.86
3045,Wirt_WV,0.0,100.0
3046,Wood_WV,73.23,26.77
3047,Wyoming_WV,11.12,88.88
3048,Adams_WI,0.0,100.0
3049,Ashland_WI,45.14,54.86
3050,Barron_WI,34.07,65.93
3051,Bayfield_WI,0.0,100.0
3052,Brown_WI,85.51,14.49
3053,Buffalo_WI,0.0,100.0
3054,Burnett_WI,0.0,100.0
3055,Calumet_WI,72.47,27.53
3056,Chippewa_WI,53.86,46.14
3057,Clark_WI,8.27,91.73
3058,Columbia_WI,39.33,60.67
3059,Crawford_WI,37.58,62.42
3060,Dane_WI,87.67,12.33
3061,Dodge_WI,51.36,48.64
3062,Door_WI,31.01,68.99
3063,Douglas_WI,61.24,38.76
3064,Dunn_WI,40.69,59.31
3065,Eau Claire_WI,77.0,23.0
3066,Florence_WI,0.0,100.0
3067,Fond du Lac_WI,64.87,35.13
3068,Forest_WI,0.0,100.0
3069,Grant_WI,35.51,64.49
3070,Green_WI,39.78,60.22
3071,Green Lake_WI,25.67,74.33
3072,Iowa_WI,20.08,79.92
3073,Iron_WI,32.2,67.8
3074,Jackson_WI,27.76,72.24
3075,Jefferson_WI,65.95,34.05
3076,Juneau_WI,16.51,83.49
3077,Kenosha_WI,89.28,10.72
3078,Kewaunee_WI,27.67,72.33
3079,La Crosse_WI,83.17,16.83
3080,Lafayette_WI,0.0,100.0
3081,Langlade_WI,40.84,59.16
3082,Lincoln_WI,45.95,54.05
3083,Manitowoc_WI,61.14,38.86
3084,Marathon_WI,57.01,42.99
3085,Marinette_WI,38.17,61.83
3086,Marquette_WI,0.0,100.0
3087,Menominee_WI,0.0,100.0
3088,Milwaukee_WI,99.81,0.19
3089,Monroe_WI,42.33,57.67
3090,Oconto_WI,18.66,81.34
3091,Oneida_WI,25.03,74.97
3092,Outagamie_WI,75.26,24.74
3093,Ozaukee_WI,75.11,24.89
3094,Pepin_WI,0.0,100.0
3095,Pierce_WI,46.35,53.65
3096,Polk_WI,14.53,85.47
3097,Portage_WI,63.97,36.03
3098,Price_WI,0.0,100.0
3099,Racine_WI,87.72,12.28
3100,Richland_WI,27.86,72.14
3101,Rock_WI,79.58,20.42
3102,Rusk_WI,23.38,76.62
3103,St. Croix_WI,46.83,53.17
3104,Sauk_WI,53.85,46.15
3105,Sawyer_WI,15.8,84.2
3106,Shawano_WI,25.61,74.39
3107,Sheboygan_WI,71.72,28.28
3108,Taylor_WI,19.56,80.44
3109,Trempealeau_WI,10.39,89.61
3110,Vernon_WI,14.31,85.69
3111,Vilas_WI,0.0,100.0
3112,Walworth_WI,65.8,34.2
3113,Washburn_WI,16.8,83.2
3114,Washington_WI,69.22,30.78
3115,Waukesha_WI,90.14,9.86
3116,Waupaca_WI,35.06,64.94
3117,Waushara_WI,10.5,89.5
3118,Winnebago_WI,86.57,13.43
3119,Wood_WI,63.32,36.68
3120,Albany_WY,88.06,11.94
3121,Big Horn_WY,0.0,100.0
3122,Campbell_WY,70.93,29.07
3123,Carbon_WY,58.37,41.63
3124,Converse_WY,44.64,55.36
3125,Crook_WY,0.0,100.0
3126,Fremont_WY,48.58,51.42
3127,Goshen_WY,54.0,46.0
3128,Hot Springs_WY,68.52,31.48
3129,Johnson_WY,50.97,49.03
3130,Laramie_WY,80.22,19.78
3131,Lincoln_WY,17.27,82.73
3132,Natrona_WY,85.55,14.45
3133,Niobrara_WY,0.0,100.0
3134,Park_WY,55.76,44.24
3135,Platte_WY,41.35,58.65
3136,Sheridan_WY,64.52,35.48
3137,Sublette_WY,0.0,100.0
3138,Sweetwater_WY,89.08,10.92
3139,Teton_WY,53.57,46.43
3140,Uinta_WY,56.9,43.1
3141,Washakie_WY,64.05,35.95
3142,Weston_WY,45.46,54.54
3143,Adjuntas_PR,56.46,43.54
3144,Aguada_PR,100.0,0.0
3145,Aguadilla_PR,99.93,0.07
3146,Aguas Buenas_PR,89.46,10.54
3147,Aibonito_PR,87.99,12.01
3148,Añasco_PR,87.41,12.59
3149,Arecibo_PR,90.63,9.37
3150,Arroyo_PR,95.78,4.22
3151,Barceloneta_PR,97.95,2.05
3152,Barranquitas_PR,96.81,3.19
3153,Bayamón_PR,99.99,0.01
3154,Cabo Rojo_PR,95.47,4.53
3155,Caguas_PR,99.1,0.9
3156,Camuy_PR,86.51,13.49
3157,Canóvanas_PR,97.72,2.28
3158,Carolina_PR,99.84,0.16
3159,Cataño_PR,99.99,0.01
3160,Cayey_PR,90.84,9.16
3161,Ceiba_PR,88.19,11.81
3162,Ciales_PR,61.55,38.45
3163,Cidra_PR,96.11,3.89
3164,Coamo_PR,81.13,18.87
3165,Comerío_PR,87.44,12.56
3166,Corozal_PR,93.62,6.38
3167,Culebra_PR,0.0,100.0
3168,Dorado_PR,99.98,0.02
3169,Fajardo_PR,97.88,2.12
3170,Florida_PR,82.09,17.91
3171,Guánica_PR,88.74,11.26
3172,Guayama_PR,90.88,9.12
3173,Guayanilla_PR,87.89,12.11
3174,Guaynabo_PR,99.99,0.01
3175,Gurabo_PR,99.64,0.36
3176,Hatillo_PR,89.16,10.84
3177,Hormigueros_PR,99.8,0.2
3178,Humacao_PR,99.52,0.48
3179,Isabela_PR,93.46,6.54
3180,Jayuya_PR,67.9,32.1
3181,Juana Díaz_PR,93.26,6.74
3182,Juncos_PR,96.79,3.21
3183,Lajas_PR,81.73,18.27
3184,Lares_PR,74.28,25.72
3185,Las Marías_PR,33.69,66.31
3186,Las Piedras_PR,97.57,2.43
3187,Loíza_PR,99.26,0.74
3188,Luquillo_PR,91.14,8.86
3189,Manatí_PR,93.07,6.93
3190,Maricao_PR,42.97,57.03
3191,Maunabo_PR,75.89,24.11
3192,Mayagüez_PR,95.94,4.06
3193,Moca_PR,87.44,12.56
3194,Morovis_PR,88.94,11.06
3195,Naguabo_PR,91.62,8.38
3196,Naranjito_PR,100.0,0.0
3197,Orocovis_PR,64.11,35.89
3198,Patillas_PR,74.42,25.58
3199,Peñuelas_PR,83.63,16.37
3200,Ponce_PR,95.59,4.41
3201,Quebradillas_PR,92.45,7.55
3202,Rincón_PR,100.0,0.0
3203,Río Grande_PR,97.44,2.56
3204,Sabana Grande_PR,91.68,8.32
3205,Salinas_PR,86.31,13.69
3206,San Germán_PR,91.1,8.9
3207,San Juan_PR,100.0,0.0
3208,San Lorenzo_PR,88.78,11.22
3209,San Sebastián_PR,86.88,13.12
3210,Santa Isabel_PR,87.2,12.8
3211,Toa Alta_PR,100.0,0.0
3212,Toa Baja_PR,100.0,0.0
3213,Trujillo Alto_PR,100.0,0.0
3214,Utuado_PR,53.07,46.93
3215,Vega Alta_PR,98.25,1.75
3216,Vega Baja_PR,95.82,4.18
3217,Vieques_PR,88.49,11.51
3218,Villalba_PR,86.54,13.46
3219,Yabucoa_PR,84.85,15.15
3220,Yauco_PR,81.59,18.41
