,county_state,poppct_urban,poppct_rural
1505,Clark_MO,0.0,100.0
1506,Clay_MO,90.18,9.82
1507,Clinton_MO,23.79,76.21
1508,Cole_MO,70.93,29.07
1509,Cooper_MO,46.8,53.2
1510,Crawford_MO,26.69,73.31
1511,Dade_MO,0.0,100.0
1512,Dallas_MO,18.07,81.93
1513,Daviess_MO,0.0,100.0
1514,DeKalb_MO,37.6,62.4
1515,Dent_MO,31.43,68.57
1516,Douglas_MO,20.88,79.12
1517,Dunklin_MO,49.54,50.46
1518,Franklin_MO,44.4,55.6
1519,Gasconade_MO,19.13,80.87
1520,Gentry_MO,0.0,100.0
1521,Greene_MO,86.0,14.0
1522,Grundy_MO,54.54,45.46
1523,Harrison_MO,29.61,70.39
1524,Henry_MO,50.45,49.55
1525,Hickory_MO,0.0,100.0
1526,Holt_MO,0.0,100.0
1527,Howard_MO,35.94,64.06
1528,Howell_MO,27.83,72.17
1529,Iron_MO,25.15,74.85
1530,Jackson_MO,96.16,3.84
1531,Jasper_MO,76.31,23.69
1532,Jefferson_MO,69.8,30.2
1533,Johnson_MO,49.56,50.44
1534,Knox_MO,0.0,100.0
1535,Laclede_MO,39.49,60.51
1536,Lafayette_MO,43.05,56.95
1537,Lawrence_MO,41.31,58.69
1538,Lewis_MO,0.0,100.0
1539,Lincoln_MO,25.17,74.83
1540,Linn_MO,33.55,66.45
1541,Livingston_MO,63.4,36.6
1542,McDonald_MO,0.01,99.99
1543,Macon_MO,32.21,67.79
1544,Madison_MO,34.49,65.51
1545,Maries_MO,0.0,100.0
1546,Marion_MO,75.23,24.77
1547,Mercer_MO,0.0,100.0
1548,Miller_MO,20.22,79.78
1549,Mississippi_MO,67.3,32.7
1550,Moniteau_MO,47.3,52.7
1551,Monroe_MO,0.0,100.0
1552,Montgomery_MO,21.49,78.51
1553,Morgan_MO,0.0,100.0
1554,New Madrid_MO,43.14,56.86
1555,Newton_MO,35.56,64.44
1556,Nodaway_MO,56.57,43.43
1557,Oregon_MO,19.47,80.53
1558,Osage_MO,0.0,100.0
1559,Ozark_MO,0.0,100.0
1560,Pemiscot_MO,50.73,49.27
1561,Perry_MO,44.38,55.62
1562,Pettis_MO,62.22,37.78
1563,Phelps_MO,53.78,46.22
1564,Pike_MO,45.62,54.38
1565,Platte_MO,84.19,15.81
1566,Polk_MO,31.13,68.87
1567,Pulaski_MO,55.97,44.03
1568,Putnam_MO,0.0,100.0
1569,Ralls_MO,3.89,96.11
1570,Randolph_MO,54.82,45.18
1571,Ray_MO,24.78,75.22
1572,Reynolds_MO,0.0,100.0
1573,Ripley_MO,0.0,100.0
1574,St. Charles_MO,94.17,5.83
1575,St. Clair_MO,0.0,100.0
1576,Ste. Genevieve_MO,23.86,76.14
1577,St. Francois_MO,60.24,39.76
1578,St. Louis_MO,98.86,1.14
1579,Saline_MO,54.19,45.81
1580,Schuyler_MO,0.0,100.0
1581,Scotland_MO,0.0,100.0
1582,Scott_MO,58.45,41.55
1583,Shannon_MO,0.0,100.0
1584,Shelby_MO,0.0,100.0
1585,Stoddard_MO,30.21,69.79
1586,Stone_MO,11.31,88.69
1587,Sullivan_MO,0.0,100.0
1588,Taney_MO,56.14,43.86
1589,Texas_MO,0.79,99.21
1590,Vernon_MO,41.74,58.26
1591,Warren_MO,36.96,63.04
1592,Washington_MO,19.52,80.48
1593,Wayne_MO,0.0,100.0
1594,Webster_MO,26.07,73.93
1595,Worth_MO,0.0,100.0
1596,Wright_MO,23.37,76.63
1597,St. Louis_MO,100.0,0.0
1598,Beaverhead_MT,49.85,50.15
1599,Big Horn_MT,28.09,71.91
1600,Blaine_MT,0.0,100.0
1601,Broadwater_MT,0.0,100.0
1602,Carbon_MT,0.0,100.0
1603,Carter_MT,0.0,100.0
1604,Cascade_MT,80.18,19.82
1605,Chouteau_MT,0.0,100.0
1606,Custer_MT,82.09,17.91
1607,Daniels_MT,0.0,100.0
1608,Dawson_MT,72.43,27.57
1609,Deer Lodge_MT,66.36,33.64
1610,Fallon_MT,0.0,100.0
1611,Fergus_MT,52.56,47.44
1612,Flathead_MT,48.52,51.48
1613,Gallatin_MT,66.46,33.54
1614,Garfield_MT,0.0,100.0
1615,Glacier_MT,55.99,44.01
1616,Golden Valley_MT,0.0,100.0
1617,Granite_MT,0.0,100.0
1618,Hill_MT,60.0,40.0
1619,Jefferson_MT,0.0,100.0
1620,Judith Basin_MT,0.0,100.0
1621,Lake_MT,16.57,83.43
1622,Lewis and Clark_MT,71.07,28.93
1623,Liberty_MT,0.0,100.0
1624,Lincoln_MT,20.21,79.79
1625,McCone_MT,0.0,100.0
1626,Madison_MT,0.0,100.0
1627,Meagher_MT,0.0,100.0
1628,Mineral_MT,0.0,100.0
1629,Missoula_MT,77.67,22.33
1630,Musselshell_MT,0.0,100.0
1631,Park_MT,52.26,47.74
1632,Petroleum_MT,0.0,100.0
1633,Phillips_MT,0.0,100.0
1634,Pondera_MT,41.9,58.1
1635,Powder River_MT,0.0,100.0
1636,Powell_MT,45.78,54.22
1637,Prairie_MT,0.0,100.0
1638,Ravalli_MT,15.37,84.63
1639,Richland_MT,55.8,44.2
1640,Roosevelt_MT,60.27,39.73
1641,Rosebud_MT,0.0,100.0
1642,Sanders_MT,0.0,100.0
1643,Sheridan_MT,0.0,100.0
1644,Silver Bow_MT,88.56,11.44
1645,Stillwater_MT,0.0,100.0
1646,Sweet Grass_MT,0.0,100.0
1647,Teton_MT,0.0,100.0
1648,Toole_MT,57.04,42.96
1649,Treasure_MT,0.0,100.0
1650,Valley_MT,44.8,55.2
1651,Wheatland_MT,0.0,100.0
1652,Wibaux_MT,0.0,100.0
1653,Yellowstone_MT,83.31,16.69
1654,Adams_NE,77.52,22.48
1655,Antelope_NE,0.0,100.0
1656,Arthur_NE,0.0,100.0
1657,Banner_NE,0.0,100.0
1658,Blaine_NE,0.0,100.0
1659,Boone_NE,0.0,100.0
1660,Box Butte_NE,75.04,24.96
1661,Boyd_NE,0.0,100.0
1662,Brown_NE,0.0,100.0
1663,Buffalo_NE,67.74,32.26
1664,Burt_NE,0.0,100.0
1665,Butler_NE,34.29,65.71
1666,Cass_NE,27.04,72.96
1667,Cedar_NE,0.0,100.0
1668,Chase_NE,0.0,100.0
1669,Cherry_NE,47.49,52.51
1670,Cheyenne_NE,63.74,36.26
1671,Clay_NE,0.0,100.0
1672,Colfax_NE,59.49,40.51
1673,Cuming_NE,34.8,65.2
1674,Custer_NE,32.33,67.67
1675,Dakota_NE,78.91,21.09
1676,Dawes_NE,60.06,39.94
1677,Dawson_NE,73.35,26.65
1678,Deuel_NE,0.0,100.0
1679,Dixon_NE,0.0,100.0
1680,Dodge_NE,74.87,25.13
1681,Douglas_NE,97.83,2.17
1682,Dundy_NE,0.0,100.0
1683,Fillmore_NE,0.0,100.0
1684,Franklin_NE,0.0,100.0
1685,Frontier_NE,0.0,100.0
1686,Furnas_NE,0.0,100.0
1687,Gage_NE,55.6,44.4
1688,Garden_NE,0.0,100.0
1689,Garfield_NE,0.0,100.0
1690,Gosper_NE,0.0,100.0
1691,Grant_NE,0.0,100.0
1692,Greeley_NE,0.0,100.0
1693,Hall_NE,85.38,14.62
1694,Hamilton_NE,48.95,51.05
1695,Harlan_NE,0.0,100.0
1696,Hayes_NE,0.0,100.0
1697,Hitchcock_NE,0.0,100.0
1698,Holt_NE,35.29,64.71
1699,Hooker_NE,0.0,100.0
1700,Howard_NE,0.0,100.0
1701,Jefferson_NE,51.84,48.16
1702,Johnson_NE,0.0,100.0
1703,Kearney_NE,45.45,54.55
1704,Keith_NE,52.87,47.13
1705,Keya Paha_NE,0.0,100.0
1706,Kimball_NE,0.0,100.0
1707,Knox_NE,0.0,100.0
1708,Lancaster_NE,91.75,8.25
1709,Lincoln_NE,69.48,30.52
1710,Logan_NE,0.0,100.0
1711,Loup_NE,0.0,100.0
1712,McPherson_NE,0.0,100.0
1713,Madison_NE,72.1,27.9
1714,Merrick_NE,41.11,58.89
1715,Morrill_NE,0.0,100.0
1716,Nance_NE,0.0,100.0
1717,Nemaha_NE,47.93,52.07
1718,Nuckolls_NE,0.0,100.0
1719,Otoe_NE,44.89,55.11
1720,Pawnee_NE,0.0,100.0
1721,Perkins_NE,0.0,100.0
1722,Phelps_NE,58.12,41.88
1723,Pierce_NE,0.0,100.0
1724,Platte_NE,68.57,31.43
1725,Polk_NE,0.0,100.0
1726,Red Willow_NE,68.41,31.59
1727,Richardson_NE,49.42,50.58
1728,Rock_NE,0.0,100.0
1729,Saline_NE,48.93,51.07
1730,Sarpy_NE,94.73,5.27
1731,Saunders_NE,33.51,66.49
1732,Scotts Bluff_NE,70.18,29.82
1733,Seward_NE,39.62,60.38
1734,Sheridan_NE,0.0,100.0
1735,Sherman_NE,0.0,100.0
1736,Sioux_NE,0.0,100.0
1737,Stanton_NE,26.51,73.49
1738,Thayer_NE,0.0,100.0
1739,Thomas_NE,0.0,100.0
1740,Thurston_NE,0.0,100.0
1741,Valley_NE,0.0,100.0
1742,Washington_NE,38.77,61.23
1743,Wayne_NE,57.92,42.08
1744,Webster_NE,0.0,100.0
1745,Wheeler_NE,0.0,100.0
1746,York_NE,55.86,44.14
1747,Churchill_NV,65.29,34.71
1748,Clark_NV,98.69,1.31
1749,Douglas_NV,68.45,31.55
1750,Elko_NV,62.15,37.85
1751,Esmeralda_NV,0.0,100.0
1752,Eureka_NV,0.0,100.0
1753,Humboldt_NV,62.12,37.88
1754,Lander_NV,60.95,39.05
1755,Lincoln_NV,0.0,100.0
1756,Lyon_NV,63.06,36.94
1757,Mineral_NV,68.08,31.92
1758,Nye_NV,64.73,35.27
1759,Pershing_NV,0.0,100.0
1760,Storey_NV,7.36,92.64
1761,Washoe_NV,95.73,4.27
1762,White Pine_NV,46.67,53.33
1763,Carson City_NV,95.16,4.84
1764,Belknap_NH,33.72,66.28
1765,Carroll_NH,9.8,90.2
1766,Cheshire_NH,34.98,65.02
1767,Coos_NH,33.76,66.24
1768,Grafton_NH,31.28,68.72
1769,Hillsborough_NH,78.81,21.19
1770,Merrimack_NH,45.39,54.61
1771,Rockingham_NH,75.1,24.9
1772,Strafford_NH,67.6,32.4
1773,Sullivan_NH,35.84,64.16
1774,Atlantic_NJ,87.29,12.71
1775,Bergen_NJ,99.9,0.1
1776,Burlington_NJ,93.34,6.66
1777,Camden_NJ,98.38,1.62
1778,Cape May_NJ,82.55,17.45
1779,Cumberland_NJ,76.97,23.03
1780,Essex_NJ,99.99,0.01
1781,Gloucester_NJ,91.65,8.35
1782,Hudson_NJ,100.0,0.0
1783,Hunterdon_NJ,50.43,49.57
1784,Mercer_NJ,96.52,3.48
1785,Middlesex_NJ,99.33,0.67
1786,Monmouth_NJ,96.27,3.73
1787,Morris_NJ,93.23,6.77
1788,Ocean_NJ,97.1,2.9
1789,Passaic_NJ,97.59,2.41
1790,Salem_NJ,54.7,45.3
1791,Somerset_NJ,94.21,5.79
1792,Sussex_NJ,60.15,39.85
1793,Union_NJ,100.0,0.0
1794,Warren_NJ,62.44,37.56
1795,Bernalillo_NM,95.8,4.2
1796,Catron_NM,0.0,100.0
1797,Chaves_NM,75.75,24.25
1798,Cibola_NM,44.66,55.34
1799,Colfax_NM,47.64,52.36
1800,Curry_NM,85.93,14.07
1801,De Baca_NM,0.0,100.0
1802,Doña Ana_NM,80.71,19.29
1803,Eddy_NM,79.15,20.85
1804,Grant_NM,57.65,42.35
1805,Guadalupe_NM,55.92,44.08
1806,Harding_NM,0.0,100.0
1807,Hidalgo_NM,0.0,100.0
1808,Lea_NM,78.97,21.03
1809,Lincoln_NM,46.82,53.18
1810,Los Alamos_NM,88.76,11.24
1811,Luna_NM,59.39,40.61
1812,McKinley_NM,42.62,57.38
1813,Mora_NM,0.0,100.0
1814,Otero_NM,70.41,29.59
1815,Quay_NM,58.43,41.57
1816,Rio Arriba_NM,50.24,49.76
1817,Roosevelt_NM,63.54,36.46
1818,Sandoval_NM,82.94,17.06
1819,San Juan_NM,66.34,33.66
1820,San Miguel_NM,53.1,46.9
1821,Santa Fe_NM,74.84,25.16
1822,Sierra_NM,66.05,33.95
1823,Socorro_NM,50.32,49.68
1824,Taos_NM,41.55,58.45
1825,Torrance_NM,1.21,98.79
1826,Union_NM,0.0,100.0
1827,Valencia_NM,83.27,16.73
1828,Albany_NY,90.3,9.7
1829,Allegany_NY,21.26,78.74
1830,Bronx_NY,100.0,0.0
1831,Broome_NY,73.94,26.06
1832,Cattaraugus_NY,38.25,61.75
1833,Cayuga_NY,44.22,55.78
1834,Chautauqua_NY,56.14,43.86
1835,Chemung_NY,75.82,24.18
1836,Chenango_NY,16.59,83.41
1837,Clinton_NY,35.84,64.16
1838,Columbia_NY,26.7,73.3
1839,Cortland_NY,55.73,44.27
1840,Delaware_NY,21.64,78.36
1841,Dutchess_NY,74.6,25.4
1842,Erie_NY,90.6,9.4
1843,Essex_NY,25.14,74.86
1844,Franklin_NY,37.32,62.68
1845,Fulton_NY,49.63,50.37
1846,Genesee_NY,40.11,59.89
1847,Greene_NY,26.86,73.14
1848,Hamilton_NY,0.0,100.0
1849,Herkimer_NY,48.19,51.81
1850,Jefferson_NY,51.95,48.05
1851,Kings_NY,100.0,0.0
1852,Lewis_NY,13.15,86.85
1853,Livingston_NY,45.35,54.65
1854,Madison_NY,41.05,58.95
1855,Monroe_NY,93.55,6.45
1856,Montgomery_NY,59.06,40.94
1857,Nassau_NY,99.81,0.19
1858,New York_NY,100.0,0.0
1859,Niagara_NY,77.56,22.44
1860,Oneida_NY,67.02,32.98
1861,Onondaga_NY,87.41,12.59
1862,Ontario_NY,52.53,47.47
1863,Orange_NY,77.66,22.34
1864,Orleans_NY,39.12,60.88
1865,Oswego_NY,38.25,61.75
1866,Otsego_NY,29.43,70.57
1867,Putnam_NY,79.45,20.55
1868,Queens_NY,100.0,0.0
1869,Rensselaer_NY,69.49,30.51
1870,Richmond_NY,100.0,0.0
1871,Rockland_NY,99.28,0.72
1872,St. Lawrence_NY,38.01,61.99
1873,Saratoga_NY,70.04,29.96
1874,Schenectady_NY,91.84,8.16
1875,Schoharie_NY,17.15,82.85
1876,Schuyler_NY,18.85,81.15
1877,Seneca_NY,41.34,58.66
1878,Steuben_NY,39.63,60.37
1879,Suffolk_NY,97.4,2.6
1880,Sullivan_NY,25.83,74.17
1881,Tioga_NY,34.34,65.66
1882,Tompkins_NY,56.66,43.34
1883,Ulster_NY,53.96,46.04
1884,Warren_NY,66.07,33.93
1885,Washington_NY,32.1,67.9
1886,Wayne_NY,39.3,60.7
1887,Westchester_NY,96.73,3.27
1888,Wyoming_NY,35.92,64.08
1889,Yates_NY,28.78,71.22
1890,Alamance_NC,71.44,28.56
1891,Alexander_NC,27.22,72.78
1892,Alleghany_NC,0.0,100.0
1893,Anson_NC,21.49,78.51
1894,Ashe_NC,15.14,84.86
1895,Avery_NC,11.22,88.78
1896,Beaufort_NC,34.4,65.6
1897,Bertie_NC,16.76,83.24
1898,Bladen_NC,8.77,91.23
1899,Brunswick_NC,57.04,42.96
1900,Buncombe_NC,75.92,24.08
1901,Burke_NC,57.35,42.65
1902,Cabarrus_NC,80.75,19.25
1903,Caldwell_NC,65.57,34.43
1904,Camden_NC,0.45,99.55
1905,Carteret_NC,67.4,32.6
1906,Caswell_NC,0.81,99.19
1907,Catawba_NC,69.7,30.3
1908,Chatham_NC,34.08,65.92
1909,Cherokee_NC,0.0,100.0
1910,Chowan_NC,32.38,67.62
1911,Clay_NC,0.0,100.0
1912,Cleveland_NC,44.21,55.79
1913,Columbus_NC,19.41,80.59
1914,Craven_NC,72.29,27.71
1915,Cumberland_NC,86.63,13.37
1916,Currituck_NC,1.69,98.31
1917,Dare_NC,71.04,28.96
1918,Davidson_NC,52.62,47.38
1919,Davie_NC,29.71,70.29
1920,Duplin_NC,13.54,86.46
1921,Durham_NC,94.37,5.63
1922,Edgecombe_NC,54.69,45.31
1923,Forsyth_NC,92.65,7.35
1924,Franklin_NC,14.68,85.32
1925,Gaston_NC,80.35,19.65
1926,Gates_NC,0.0,100.0
1927,Graham_NC,0.0,100.0
1928,Granville_NC,45.25,54.75
1929,Greene_NC,0.0,100.0
1930,Guilford_NC,87.31,12.69
1931,Halifax_NC,45.29,54.71
1932,Harnett_NC,44.08,55.92
1933,Haywood_NC,44.56,55.44
1934,Henderson_NC,66.73,33.27
1935,Hertford_NC,31.36,68.64
1936,Hoke_NC,56.85,43.15
1937,Hyde_NC,0.0,100.0
1938,Iredell_NC,62.09,37.91
1939,Jackson_NC,26.91,73.09
1940,Johnston_NC,47.96,52.04
1941,Jones_NC,0.0,100.0
1942,Lee_NC,57.24,42.76
1943,Lenoir_NC,54.99,45.01
1944,Lincoln_NC,45.45,54.55
1945,McDowell_NC,29.7,70.3
1946,Macon_NC,19.99,80.01
1947,Madison_NC,9.38,90.62
1948,Martin_NC,21.88,78.12
1949,Mecklenburg_NC,98.93,1.07
1950,Mitchell_NC,17.36,82.64
1951,Montgomery_NC,23.16,76.84
1952,Moore_NC,49.34,50.66
1953,Nash_NC,52.44,47.56
1954,New Hanover_NC,97.79,2.21
1955,Northampton_NC,10.63,89.37
1956,Onslow_NC,73.65,26.35
1957,Orange_NC,71.47,28.53
1958,Pamlico_NC,0.0,100.0
1959,Pasquotank_NC,58.68,41.32
1960,Pender_NC,31.24,68.76
1961,Perquimans_NC,0.0,100.0
1962,Person_NC,24.48,75.52
1963,Pitt_NC,74.56,25.44
1964,Polk_NC,7.73,92.27
1965,Randolph_NC,43.76,56.24
1966,Richmond_NC,54.47,45.53
1967,Robeson_NC,37.39,62.61
1968,Rockingham_NC,38.06,61.94
1969,Rowan_NC,61.18,38.82
1970,Rutherford_NC,38.96,61.04
1971,Sampson_NC,15.04,84.96
1972,Scotland_NC,51.61,48.39
1973,Stanly_NC,32.29,67.71
1974,Stokes_NC,24.3,75.7
1975,Surry_NC,31.19,68.81
1976,Swain_NC,0.0,100.0
1977,Transylvania_NC,40.36,59.64
1978,Tyrrell_NC,0.0,100.0
1979,Union_NC,72.71,27.29
1980,Vance_NC,45.92,54.08
1981,Wake_NC,93.9,6.1
1982,Warren_NC,0.0,100.0
1983,Washington_NC,32.24,67.76
1984,Watauga_NC,44.56,55.44
1985,Wayne_NC,53.6,46.4
1986,Wilkes_NC,27.21,72.79
1987,Wilson_NC,61.34,38.66
1988,Yadkin_NC,15.32,84.68
1989,Yancey_NC,0.0,100.0
1990,Adams_ND,0.0,100.0
1991,Barnes_ND,60.45,39.55
1992,Benson_ND,0.0,100.0
1993,Billings_ND,0.0,100.0
1994,Bottineau_ND,0.0,100.0
1995,Bowman_ND,0.0,100.0
1996,Burke_ND,0.0,100.0
1997,Burleigh_ND,81.45,18.55
1998,Cass_ND,89.57,10.43
1999,Cavalier_ND,0.0,100.0
2000,Dickey_ND,0.0,100.0
2001,Divide_ND,0.0,100.0
2002,Dunn_ND,0.0,100.0
2003,Eddy_ND,0.0,100.0
2004,Emmons_ND,0.0,100.0
2005,Foster_ND,0.0,100.0
2006,Golden Valley_ND,0.0,100.0
2007,Grand Forks_ND,83.23,16.77
2008,Grant_ND,0.0,100.0
2009,Griggs_ND,0.0,100.0
2010,Hettinger_ND,0.0,100.0
2011,Kidder_ND,0.0,100.0
2012,LaMoure_ND,0.0,100.0
2013,Logan_ND,0.0,100.0
2014,McHenry_ND,0.0,100.0
2015,McIntosh_ND,0.0,100.0
2016,McKenzie_ND,0.0,100.0
2017,McLean_ND,0.0,100.0
2018,Mercer_ND,35.01,64.99
2019,Morton_ND,68.14,31.86
2020,Mountrail_ND,0.0,100.0
2021,Nelson_ND,0.0,100.0
2022,Oliver_ND,0.0,100.0
2023,Pembina_ND,0.0,100.0
2024,Pierce_ND,64.82,35.18
2025,Ramsey_ND,65.01,34.99
2026,Ransom_ND,0.0,100.0
2027,Renville_ND,0.0,100.0
2028,Richland_ND,48.0,52.0
2029,Rolette_ND,0.0,100.0
2030,Sargent_ND,0.0,100.0
2031,Sheridan_ND,0.0,100.0
2032,Sioux_ND,0.0,100.0
2033,Slope_ND,0.0,100.0
2034,Stark_ND,72.67,27.33
2035,Steele_ND,0.0,100.0
2036,Stutsman_ND,72.44,27.56
2037,Towner_ND,0.0,100.0
2038,Traill_ND,0.0,100.0
2039,Walsh_ND,37.94,62.06
2040,Ward_ND,78.1,21.9
2041,Wells_ND,0.0,100.0
2042,Williams_ND,67.54,32.46
2043,Adams_OH,10.97,89.03
2044,Allen_OH,74.11,25.89
2045,Ashland_OH,38.06,61.94
2046,Ashtabula_OH,53.63,46.37
2047,Athens_OH,56.83,43.17
2048,Auglaize_OH,60.86,39.14
2049,Belmont_OH,45.34,54.66
2050,Brown_OH,23.44,76.56
2051,Butler_OH,90.66,9.34
2052,Carroll_OH,29.05,70.95
2053,Champaign_OH,29.18,70.82
2054,Clark_OH,76.39,23.61
2055,Clermont_OH,77.28,22.72
2056,Clinton_OH,45.36,54.64
2057,Columbiana_OH,56.14,43.86
2058,Coshocton_OH,38.53,61.47
2059,Crawford_OH,64.74,35.26
2060,Cuyahoga_OH,99.42,0.58
2061,Darke_OH,33.7,66.3
2062,Defiance_OH,56.15,43.85
2063,Delaware_OH,80.69,19.31
2064,Erie_OH,73.52,26.48
2065,Fairfield_OH,65.29,34.71
2066,Fayette_OH,52.25,47.75
2067,Franklin_OH,98.65,1.35
2068,Fulton_OH,43.84,56.16
2069,Gallia_OH,18.65,81.35
2070,Geauga_OH,36.03,63.97
2071,Greene_OH,85.09,14.91
2072,Guernsey_OH,38.58,61.42
2073,Hamilton_OH,97.77,2.23
2074,Hancock_OH,68.89,31.11
2075,Hardin_OH,44.62,55.38
2076,Harrison_OH,15.89,84.11
2077,Henry_OH,30.92,69.08
2078,Highland_OH,27.0,73.0
2079,Hocking_OH,29.16,70.84
2080,Holmes_OH,7.01,92.99
2081,Huron_OH,49.7,50.3
2082,Jackson_OH,35.42,64.58
2083,Jefferson_OH,61.02,38.98
2084,Knox_OH,44.3,55.7
2085,Lake_OH,93.47,6.53
2086,Lawrence_OH,54.08,45.92
2087,Licking_OH,64.47,35.53
2088,Logan_OH,43.09,56.91
2089,Lorain_OH,88.26,11.74
2090,Lucas_OH,95.34,4.66
2091,Madison_OH,51.51,48.49
2092,Mahoning_OH,84.84,15.16
2093,Marion_OH,69.75,30.25
2094,Medina_OH,70.21,29.79
2095,Meigs_OH,18.7,81.3
2096,Mercer_OH,38.64,61.36
2097,Miami_OH,69.2,30.8
2098,Monroe_OH,2.35,97.65
2099,Montgomery_OH,95.67,4.33
2100,Morgan_OH,18.51,81.49
2101,Morrow_OH,11.16,88.84
2102,Muskingum_OH,52.97,47.03
2103,Noble_OH,37.47,62.53
2104,Ottawa_OH,50.55,49.45
2105,Paulding_OH,18.1,81.9
2106,Perry_OH,24.76,75.24
2107,Pickaway_OH,50.13,49.87
2108,Pike_OH,25.76,74.24
2109,Portage_OH,67.19,32.81
2110,Preble_OH,30.78,69.22
2111,Putnam_OH,15.34,84.66
2112,Richland_OH,67.95,32.05
2113,Ross_OH,41.33,58.67
2114,Sandusky_OH,55.86,44.14
2115,Scioto_OH,45.72,54.28
2116,Seneca_OH,52.49,47.51
2117,Shelby_OH,48.89,51.11
2118,Stark_OH,86.47,13.53
2119,Summit_OH,96.12,3.88
2120,Trumbull_OH,72.73,27.27
2121,Tuscarawas_OH,58.42,41.58
2122,Union_OH,50.05,49.95
2123,Van Wert_OH,49.27,50.73
2124,Vinton_OH,0.0,100.0
2125,Warren_OH,82.73,17.27
2126,Washington_OH,43.44,56.56
2127,Wayne_OH,49.0,51.0
2128,Williams_OH,36.37,63.63
2129,Wood_OH,70.45,29.55
2130,Wyandot_OH,42.58,57.42
2131,Adair_OK,16.7,83.3
2132,Alfalfa_OK,0.0,100.0
2133,Atoka_OK,0.0,100.0
2134,Beaver_OK,0.0,100.0
2135,Beckham_OK,67.34,32.66
2136,Blaine_OK,42.57,57.43
2137,Bryan_OK,38.67,61.33
2138,Caddo_OK,20.03,79.97
2139,Canadian_OK,77.49,22.51
2140,Carter_OK,43.92,56.08
2141,Cherokee_OK,39.95,60.05
2142,Choctaw_OK,33.07,66.93
2143,Cimarron_OK,0.0,100.0
2144,Cleveland_OK,83.12,16.88
2145,Coal_OK,0.0,100.0
2146,Comanche_OK,78.21,21.79
2147,Cotton_OK,40.47,59.53
2148,Craig_OK,39.94,60.06
2149,Creek_OK,46.06,53.94
2150,Custer_OK,69.67,30.33
2151,Delaware_OK,18.88,81.12
2152,Dewey_OK,0.0,100.0
2153,Ellis_OK,0.0,100.0
2154,Garfield_OK,78.59,21.41
2155,Garvin_OK,31.3,68.7
2156,Grady_OK,36.11,63.89
2157,Grant_OK,0.0,100.0
2158,Greer_OK,47.35,52.65
2159,Harmon_OK,0.0,100.0
2160,Harper_OK,0.0,100.0
2161,Haskell_OK,22.26,77.74
2162,Hughes_OK,41.19,58.81
2163,Jackson_OK,75.25,24.75
2164,Jefferson_OK,0.0,100.0
2165,Johnston_OK,0.0,100.0
2166,Kay_OK,75.53,24.47
2167,Kingfisher_OK,27.56,72.44
2168,Kiowa_OK,38.34,61.66
2169,Latimer_OK,26.71,73.29
2170,Le Flore_OK,27.1,72.9
2171,Lincoln_OK,7.89,92.11
2172,Logan_OK,44.63,55.37
2173,Love_OK,0.0,100.0
2174,McClain_OK,22.83,77.17
2175,McCurtain_OK,30.75,69.25
2176,McIntosh_OK,12.7,87.3
2177,Major_OK,0.0,100.0
2178,Marshall_OK,27.9,72.1
2179,Mayes_OK,22.6,77.4
2180,Murray_OK,54.3,45.7
2181,Muskogee_OK,58.88,41.12
2182,Noble_OK,43.7,56.3
2183,Nowata_OK,42.07,57.93
2184,Okfuskee_OK,25.86,74.14
2185,Oklahoma_OK,93.72,6.28
2186,Okmulgee_OK,51.45,48.55
2187,Osage_OK,40.53,59.47
2188,Ottawa_OK,50.69,49.31
2189,Pawnee_OK,18.87,81.13
2190,Payne_OK,66.27,33.73
2191,Pittsburg_OK,48.08,51.92
2192,Pontotoc_OK,46.41,53.59
2193,Pottawatomie_OK,49.33,50.67
2194,Pushmataha_OK,0.0,100.0
2195,Roger Mills_OK,0.0,100.0
2196,Rogers_OK,49.7,50.3
2197,Seminole_OK,35.33,64.67
2198,Sequoyah_OK,33.38,66.62
2199,Stephens_OK,56.68,43.32
2200,Texas_OK,54.93,45.07
2201,Tillman_OK,48.79,51.21
2202,Tulsa_OK,95.22,4.78
2203,Wagoner_OK,62.53,37.47
2204,Washington_OK,76.12,23.88
2205,Washita_OK,24.73,75.27
2206,Woods_OK,63.3,36.7
2207,Woodward_OK,56.49,43.51
2208,Baker_OR,58.99,41.01
2209,Benton_OR,81.24,18.76
2210,Clackamas_OR,81.92,18.08
2211,Clatsop_OR,61.03,38.97
2212,Columbia_OR,56.39,43.61
2213,Coos_OR,61.65,38.35
2214,Crook_OR,51.98,48.02
2215,Curry_OR,61.27,38.73
2216,Deschutes_OR,72.36,27.64
2217,Douglas_OR,58.82,41.18
2218,Gilliam_OR,0.0,100.0
2219,Grant_OR,0.0,100.0
2220,Harney_OR,55.66,44.34
2221,Hood River_OR,47.83,52.17
2222,Jackson_OR,79.95,20.05
2223,Jefferson_OR,36.88,63.12
2224,Josephine_OR,55.04,44.96
2225,Klamath_OR,62.42,37.58
2226,Lake_OR,36.67,63.33
2227,Lane_OR,82.48,17.52
2228,Lincoln_OR,62.41,37.59
2229,Linn_OR,68.36,31.64
2230,Malheur_OR,51.58,48.42
2231,Marion_OR,86.91,13.09
2232,Morrow_OR,54.13,45.87
2233,Multnomah_OR,98.66,1.34
2234,Polk_OR,80.07,19.93
2235,Sherman_OR,0.0,100.0
2236,Tillamook_OR,30.4,69.6
2237,Umatilla_OR,70.93,29.07
